gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,avg_charge_per_month,InternetService_Fiber_optic,InternetService_No,Contract_One_year,Contract_Two_year,PaymentMethod_Credit_card_automatic,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,tenure_group_1_2_thn,tenure_group_2_4_thn,tenure_group_4_5_thn,tenure_group_5_thn_plus,Churn
1,0,0,0,-0.18082541178877864,1,1,1,1,0,0,0,1,1,0.9850866354747237,0.16220145041312942,0.995850732488738,1,0,0,0,1,0,0,0,1,0,0,1
1,0,1,0,1.450721381167451,1,0,1,1,1,0,0,1,0,0.2014830159676142,1.0772186303920623,0.1589609377486889,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-0.8334441289712705,1,0,0,0,0,0,0,0,0,-0.7019071441010919,-0.7688127639075502,-0.6579331998061589,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,-0.05845940231706142,1,0,0,0,1,1,1,1,1,1.1314924072722305,0.2729062018056,0.9605319754955532,1,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0.5941593148654305,0,0,1,0,1,1,0,0,0,-0.7651278182863789,-0.18241598033083947,-0.8296182529946065,0,0,0,1,0,0,1,0,1,0,0,0
1,0,1,0,1.002046013104488,1,1,1,1,1,1,1,0,1,1.269579669308515,1.597693569153884,1.293533896124773,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0.4310046355698075,1,0,1,0,1,0,1,1,0,0.3428976819083877,0.4236694608972514,0.3563353537578087,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,1,-1.0373874780907992,1,0,1,0,0,0,1,1,0,0.15989046716150437,-0.7797118422502785,0.2918123579525843,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.915021468619082,1,1,0,0,0,0,0,0,1,-1.3440960976674279,-0.8878236677466966,-1.2566222768838402,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,1,-1.492165571417179,-0.9977373570013884,-1.4874587997520996,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.1597534875625164,0,0,0,0,1,0,0,0,1,-1.1727347965862553,-0.9544706528545496,-1.1701207227293309,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,0,0.512581975217619,1,1,1,0,1,0,0,0,1,0.6540099469780892,0.6256539934100717,0.583349372374198,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,0,-1.4705374460380018,-0.9974516956738574,-1.4659162671082562,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0.6349479846893362,1,1,0,0,1,1,0,1,1,0.154899361304771,0.5033250233819091,0.22020119174640218,0,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-0.05845940231706142,1,0,0,1,0,1,0,0,1,0.4510383088042733,0.06364829241487015,0.45147604902577715,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.7573139941610534,1,1,0,1,0,0,0,0,0,0.5358871083687373,0.7890522727579103,0.5031621955607449,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,-0.6295007798517418,1,0,0,0,0,0,0,0,1,0.13659863983008275,-0.5013019176487299,0.08933761674929964,1,0,0,0,0,1,0,1,0,0,0,1
1,0,1,1,-0.9558101384429878,1,1,0,0,1,0,1,0,1,0.8469993734384388,-0.6690730127026228,0.6758165509531564,1,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1.4099327113435454,1,1,1,1,1,1,1,1,1,1.7786724666952995,2.4232108578224687,1.708453827236254,1,0,1,0,0,0,0,0,0,0,1,1
1,0,0,0,-1.1189648177386107,1,1,0,0,0,0,0,0,1,0.3661895092398093,-0.8493253103748014,0.21937263279856187,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,-0.46634610055611886,1,1,0,1,1,0,1,1,0,1.3144996220191139,-0.058175276803045135,1.253729841206979,1,0,0,0,0,1,0,1,0,0,0,1
0,1,1,0,1.5730873906391682,1,1,1,1,1,1,0,1,1,0.5924529747450468,1.5561408329722322,0.5700047757113005,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,-1.078176147914705,1,1,0,0,0,1,0,0,1,0.5192500888462934,-0.785556912490532,0.625642703556171,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,-1.2005421573864221,1,0,1,1,0,0,1,0,0,0.8303623539159949,-0.8973823352448556,0.592224159326619,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.3902159657459017,1,0,0,1,1,1,1,1,1,1.294535198592181,0.89529631265124,1.2628834448212134,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-0.915021468619082,1,1,0,0,0,0,0,0,1,-1.3607331171898718,-0.9069849506395578,-1.4011229573871582,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,-0.09924807214096716,1,0,0,0,0,0,0,0,0,-1.5054751870351342,-0.718316630779345,-1.427415894665285,0,1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0.6757366545132419,1,1,0,0,0,0,1,1,1,1.0416525018510332,1.0670227183940262,1.0393416225672036,1,0,0,0,0,1,0,0,0,1,0,1
0,1,0,0,0.10469527697856156,1,1,1,1,1,0,1,1,1,1.4459320762464207,0.6310156367883495,1.3764196937881061,1,0,1,0,0,1,0,0,1,0,0,0
1,0,0,1,1.2059893622240165,1,0,0,0,0,0,0,0,0,-1.4938292733694234,-0.4571562555710259,-1.4837169206328218,0,1,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-1.2413308272103278,1,1,0,1,0,0,0,0,1,0.5691611474136252,-0.9253991192911835,0.9079051184537076,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.1189648177386107,1,1,0,0,0,0,0,0,0,-1.3124857605747844,-0.94732911966627,-1.2587765301482243,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,-1.2413308272103278,0,0,0,1,0,0,0,0,1,-1.1527703731593226,-0.9785321262119842,-1.0955504174237194,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.5071347703800245,1,0,0,0,0,0,0,0,0,-1.5104662928918673,-0.8293729653441616,-1.4838959962763871,0,1,1,0,0,0,1,1,0,0,0,0
1,0,0,0,-1.2821194970342338,1,0,0,0,0,0,1,1,1,0.7804512953486631,-0.9677209436623424,0.7761642457471271,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,-1.2821194970342338,1,0,0,0,1,0,1,0,1,0.6639921586915555,-0.9692591200413565,0.6601659930495093,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0.9204686734566764,1,0,0,0,0,0,0,0,0,-1.4938292733694234,-0.5287254050917238,-1.4967989188004793,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.46634610055611886,1,0,0,0,0,0,0,0,0,-1.4771922538469795,-0.8295048090337914,-1.5161821766105572,0,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-0.8742327987951762,1,0,0,0,0,0,0,0,0,-1.4838470616559571,-0.8983052410722641,-1.4098755528179785,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2821194970342338,1,0,0,1,1,0,0,0,1,0.5791433591270915,-0.9703797914032094,0.5756529803698165,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1.3691440415196396,1,1,1,1,1,1,1,0,1,1.3194907278758468,1.972700970357517,1.2521839152047325,1,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0.5533706450415247,1,1,1,1,1,0,1,1,1,1.5008342406704858,1.135823150432499,1.3602622796723367,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,1.2467780320479223,1,1,1,1,1,1,0,1,1,0.5125952810373157,1.1888023397153984,0.4759365685837242,0,0,0,1,1,0,0,0,0,0,1,0
1,0,0,1,-0.7518667893234591,1,0,0,0,0,0,0,0,0,-1.4954929753216677,-0.8885927559362037,-1.5165767284904812,0,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,-0.8334441289712705,1,1,0,0,0,0,1,0,1,0.6506825430736006,-0.5408989724342067,0.7743690346934737,1,0,0,0,0,1,0,0,0,0,0,1
1,1,1,0,1.002046013104488,1,1,0,1,1,0,0,1,1,1.0100421647583897,1.3785254090926493,1.0035673366245126,1,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,-0.915021468619082,1,0,0,0,0,0,0,0,1,-0.6436775757725381,-0.8296146787751496,-0.8176517463181407,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0.3902159657459017,1,0,0,0,1,1,0,1,0,0.05341354221786305,0.207621601490588,0.02813333659946196,0,0,0,1,1,0,0,0,1,0,0,0
1,0,1,0,1.5322987208152625,1,1,1,1,1,1,1,0,0,0.4743301361356949,1.4266263818592466,0.46936070391832596,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,1.124412022576205,1,0,1,0,0,1,1,1,1,1.074926540895921,1.4596971740080493,0.9478140411080069,1,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-1.2821194970342338,1,0,1,1,0,1,0,0,1,0.6157448020764684,-0.9698963645412336,0.6121095740747823,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,-0.38476876090830736,1,0,0,0,0,0,0,0,0,-1.4638826382290244,-0.8070254599519142,-1.497761750146981,0,1,0,1,0,0,1,1,0,0,0,0
0,0,0,0,-0.26240275143659014,1,0,1,0,1,1,0,1,1,1.0300065881853222,0.08131534682526036,1.0033806033663617,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0.3086386260980903,1,1,0,1,1,0,1,0,1,0.9484851925253472,0.6443098754926855,0.9604357557467714,1,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,1.613876060463074,1,1,1,1,0,0,1,1,1,1.3960210176790888,2.3675068989538874,1.3820249608288908,1,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.7110781194995532,1,1,0,1,0,0,1,0,0,0.8020794207278403,-0.44036815909150073,0.6945235707532802,1,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-0.4255574307322131,1,0,1,0,0,0,0,0,1,-0.5022629098317647,-0.545513501571249,-0.5715998682259085,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,-1.2413308272103278,1,1,0,0,0,0,0,1,0,-0.09465593153188812,-0.954558548647636,-0.19159260533014105,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.349427295921996,1,1,0,0,1,1,0,1,1,0.12328902421212741,0.25785404723953365,0.17370084689322812,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0.2678499562741845,1,1,0,1,1,1,0,0,1,0.8203801422025286,0.5203987811889653,0.8006386023602508,1,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0,1.5730873906391682,1,0,0,1,1,0,1,1,1,1.1414746189856968,2.1637424766310653,1.215370507168409,1,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.0836233527522994,1,1,0,0,1,1,1,0,0,0.9468214905731025,1.3607045370443573,0.873821854616284,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,-0.5887121100278361,1,1,0,0,1,1,0,1,1,1.0033873569494118,-0.26848793571081303,0.9402189174194728,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,-0.7926554591473648,1,0,0,0,0,0,0,0,1,-1.4988203792261565,-0.8958002109692983,-1.5095112148253829,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,-1.2821194970342338,1,0,0,0,1,0,0,0,1,0.33291547019492146,-0.9736319357474107,0.33039953180913917,1,0,0,0,0,1,0,0,0,0,0,1
0,1,1,0,-1.2821194970342338,1,1,0,1,0,0,1,0,1,0.8553178831996607,-0.966732115990119,0.8507345510527385,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,0,1.613876060463074,1,1,1,1,0,1,1,1,1,1.4658964996733537,2.4543479425233685,1.472982320880674,1,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,1.2467780320479223,1,1,1,1,1,1,0,0,0,0.21978373744230245,1.0046386792508697,0.25548728154092687,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,-1.2413308272103278,1,1,0,1,0,0,0,0,1,-0.34920233022528036,-0.956404360302453,-0.26119155694871177,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,-0.1400367419648729,1,0,0,0,0,0,0,0,0,-1.4871744655604457,-0.7609680643745783,-1.5133441241225531,0,1,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1.5730873906391682,1,0,1,0,1,1,1,1,0,0.5641700415568919,1.5971002725505499,0.6135099553950752,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-0.6702894496756475,1,0,0,0,0,0,0,0,0,-1.5287670143665555,-0.8629271843549402,-1.4750304155344978,0,1,0,1,1,0,0,1,0,0,0,0
0,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,0,0.18650969839741458,-0.9755656431953141,0.18457315698927662,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0.2270612864502788,1,0,0,0,0,0,0,0,0,-1.4838470616559571,-0.6772253475113975,-1.4984044995367243,0,1,1,0,0,0,1,0,1,0,0,0
1,0,1,1,1.5322987208152625,1,1,1,1,1,1,1,1,0,1.6588859261337032,2.439976980353723,1.5610699735924771,1,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.18627261662637304,1,1,1,1,1,1,1,0,1,0.46601162637447296,0.30175799588624963,0.5146083400505682,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,-0.8334441289712705,1,0,0,1,0,1,0,0,1,-0.37083045560445743,-0.7214808793304597,-0.3604805375315535,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1.613876060463074,1,1,1,1,1,1,1,1,1,0.7538320641127528,1.8338695651773598,0.8230929039317387,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-0.915021468619082,1,0,1,0,0,0,1,0,1,0.6590010528348226,-0.6408804370701219,0.605646814281629,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-0.30319142126049586,1,0,0,0,0,0,0,0,1,-1.4888381675126903,-0.7708343671485401,-1.440926929241398,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,-1.2821194970342338,0,0,0,0,0,0,0,1,0,-0.9930549857438609,-0.9911451725198995,-0.9903234310480235,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,1,0.6757366545132419,1,0,0,1,1,0,1,0,1,0.8486630753906835,0.968755221723298,0.8881042505369564,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,1,-1.2821194970342338,1,0,0,0,0,0,0,0,1,-1.5121299948441116,-0.9980010443806482,-1.5073442145002625,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0.2270612864502788,1,0,1,0,0,0,0,1,1,0.6174085040287127,0.3765573158028773,0.5928782848117563,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1.4915100509913568,1,1,1,0,1,1,1,1,1,0.6806291782139994,1.5852343404838698,0.6806998452351127,0,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,1.002046013104488,1,1,0,0,0,0,0,0,1,0.3129510467679884,0.7594313904877534,0.1844859402579249,1,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,-1.2821194970342338,1,0,0,1,0,0,0,0,0,-0.4689888707868768,-0.9842233788143362,-0.4683312939087435,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,0.512581975217619,1,0,0,0,0,0,0,0,0,-1.5204485046053335,-0.6093917691968765,-1.4863908793304388,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-0.8334441289712705,1,0,0,0,1,1,0,1,1,0.8153890363457957,-0.52503378178209,0.8740722947502358,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,1.613876060463074,1,0,0,0,0,0,0,0,1,-1.5021477831306453,-0.3178853714254367,-1.4306564807723932,0,1,0,1,0,0,1,0,0,0,1,0
0,0,0,1,0.6349479846893362,0,0,0,1,1,0,0,1,0,-0.6436775757725381,-0.07997343348850178,-0.6962195278542717,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,0,-0.6295007798517418,1,0,0,0,0,0,0,0,1,0.18318229449292597,-0.4729994722748709,0.2148886667278975,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,1.613876060463074,1,1,1,1,1,1,1,1,1,1.587346742187194,2.5649428241744805,1.5888194648939895,1,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0.5533706450415247,1,0,0,0,0,0,0,0,0,-1.5137936967963561,-0.5811991935643757,-1.4546406605572144,0,1,0,1,0,0,1,0,1,0,0,0
0,0,0,0,1.613876060463074,1,1,0,1,1,1,1,1,1,1.5540727031423063,2.514886170011708,1.5363900959167727,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-1.078176147914705,1,0,0,1,0,0,1,0,0,-0.18116843304859642,-0.8493912322196163,-0.17667854426901866,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1.002046013104488,1,1,0,0,1,0,1,1,0,1.1880582736485397,1.5187631469621898,1.189106396453133,1,0,0,0,0,1,0,0,0,1,0,1
1,0,0,0,-1.0373874780907992,1,0,0,0,1,1,1,0,0,-0.019789343680890383,-0.8105632656236466,-0.04055814569528363,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0.023117937330750068,1,1,1,0,1,0,0,1,1,1.011705866710634,0.4328106233782494,1.1373155156178056,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.1189648177386107,1,0,0,0,0,0,0,0,0,-1.4954929753216677,-0.9595026870087527,-1.4423851929895968,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.2005421573864221,1,0,0,1,0,0,0,0,0,0.3179421526247218,-0.9093801110011654,0.29062870231281296,1,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,-0.5071347703800245,1,0,0,0,0,0,1,1,1,0.8686274988176161,-0.18933777403640284,0.9294476510975506,1,0,1,0,0,0,0,1,0,0,0,0
1,0,1,1,1.613876060463074,1,1,0,0,0,0,0,0,0,-1.327459078144984,-0.2423389372675737,-1.351529101253661,0,1,0,1,0,0,0,0,0,0,1,0
0,0,1,1,-1.2821194970342338,1,0,0,0,0,0,0,0,1,0.16321787106599295,-0.9758732784711168,0.16137350644975298,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0.1454839468024673,1,0,0,0,0,0,0,0,0,-1.4855107636082014,-0.6910249870259809,-1.491003190806749,0,1,0,1,0,0,0,0,1,0,0,0
1,0,1,1,-0.5887121100278361,1,0,0,0,0,0,0,0,0,-1.492165571417179,-0.8545331361151776,-1.5150774313467703,0,1,1,0,0,0,0,1,0,0,0,0
1,0,0,0,1.613876060463074,1,1,1,1,1,1,1,1,0,0.901901537862504,1.908405197714728,0.9011615692393418,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0.512581975217619,1,1,1,0,0,1,0,1,1,0.17153638082721492,0.33933344743073646,0.10352167946944903,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,0,-0.8742327987951762,1,1,0,1,0,0,0,0,1,0.5192500888462934,-0.6123802261618181,0.5503442706903362,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.2467780320479223,1,0,0,0,0,0,0,0,1,-1.4738648499424907,-0.4357975778510017,-1.468757040643708,0,1,0,1,0,0,1,0,0,0,1,0
1,0,0,0,1.3283553716957337,1,1,0,1,1,1,0,1,1,0.3096236428634998,1.105433179972835,0.2983534211188297,0,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,1.613876060463074,1,0,0,0,0,0,0,0,0,-1.4755285518947352,-0.376973318327849,-1.4925452310707847,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.2821194970342338,1,0,0,0,0,0,0,0,1,0.18983710230190318,-0.9755216952987709,0.18788739278063696,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,-0.7926554591473648,1,0,0,0,0,0,0,0,0,-1.4871744655604457,-0.8864612829538556,-1.4553362066973745,0,1,1,0,0,0,1,1,0,0,0,0
0,0,1,0,1.3691440415196396,1,1,1,1,1,0,0,0,0,0.06672315783581839,0.9140840384234834,0.04258828274576405,0,0,0,1,0,0,0,0,0,0,1,0
0,1,1,0,1.5322987208152625,1,1,0,1,0,1,1,1,1,1.3161633239713582,2.2233358243437253,1.3276767545423114,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,1.3691440415196396,0,0,0,0,1,1,1,1,0,-0.3408838204640584,0.5896386921928707,-0.3281290767954322,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1.3283553716957337,1,1,0,1,1,1,1,1,1,1.4359498645329545,2.1220578967597836,1.4778389510210905,1,0,1,0,1,0,0,0,0,0,1,0
0,0,1,1,-0.9965988082668935,1,0,0,0,0,0,0,0,1,-1.5021477831306453,-0.9428244602705859,-1.5512578387357894,0,1,1,0,0,0,1,0,0,0,0,1
1,0,1,0,-0.017670732493155674,1,1,0,0,0,1,0,0,1,0.4776575400401835,0.14451242205446752,0.5606871343744544,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,-1.2005421573864221,1,0,0,0,0,0,1,0,1,0.5259048966552711,-0.9013156719854774,0.49334945821769716,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1.0428346829283937,1,0,1,1,0,0,1,1,0,1.1398109170334525,1.5076882770332884,1.1171019672842388,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0.0639066071546558,1,0,1,1,0,0,0,1,0,-0.018125641728646082,-0.10427662027692412,-0.15070078431614864,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,1.287566701871828,1,1,0,1,1,0,0,1,1,0.9767681257135017,1.6660984701234671,0.997285914951961,1,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1.5730873906391682,1,1,0,0,0,0,1,1,1,0.9584674042388135,1.8875738947532232,0.9220372999443329,1,0,0,1,0,0,0,0,0,0,1,1
1,0,0,0,-0.915021468619082,1,1,0,0,0,0,0,0,0,0.3379065760516543,-0.6609865997386631,0.45402052682688576,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1.5730873906391682,1,1,1,1,1,1,1,1,1,1.605647463661883,2.5063383041340446,1.57925959324659,1,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,-0.3439800910844016,1,0,0,1,1,0,0,1,1,0.8203801422025286,-0.04534249101241326,0.8683414286943417,1,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,-1.2413308272103278,1,0,0,0,1,1,0,0,1,0.49762196346711607,-0.9395503419781132,0.37431315604466553,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,-1.2413308272103278,1,0,1,0,0,0,0,0,1,0.35953470143083166,-0.9233994899984652,0.9833039827071588,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,1.613876060463074,1,0,0,0,0,0,0,0,1,-1.500484081178401,-0.3848399918090924,-1.5007847894965283,0,1,0,1,1,0,0,0,0,0,1,0
1,0,0,0,-0.7926554591473648,1,0,0,0,0,0,0,0,0,-1.4954929753216677,-0.8994698603306603,-1.5307988062545062,0,1,0,1,0,0,1,1,0,0,0,0
1,0,1,1,-1.0373874780907992,1,0,0,0,0,0,0,0,0,-1.4722011479902464,-0.9406270654434229,-1.4417696920569154,0,1,1,0,0,0,1,0,0,0,0,0
0,0,1,0,0.3086386260980903,1,1,0,1,0,0,0,0,0,-0.2759994443265269,0.03901549640237315,-0.18073848311343538,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.6702894496756475,1,1,0,0,1,0,0,1,1,0.7837786992531521,-0.38156587351661964,0.7937711233887298,1,0,0,0,0,1,0,1,0,0,0,1
1,0,1,1,0.8796800036327707,1,1,0,0,1,0,0,1,0,-0.051399680773533726,0.49167883079794533,-0.05963692104449122,0,0,0,1,1,0,0,0,0,1,0,0
1,0,1,1,0.4717933053937132,1,0,0,1,0,1,0,0,1,-0.3325653107028364,0.1137269205259142,-0.2318906996114564,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-0.9558101384429878,1,0,0,0,0,0,0,0,0,0.17153638082721492,-0.7175914904863813,0.2692702938796008,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.078176147914705,0,0,1,0,0,0,0,0,0,-1.1793896043952328,-0.9355950312892197,-1.260157461727958,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2821194970342338,0,0,0,0,0,0,0,0,0,-1.319140568383762,-0.995452066381139,-1.315118538601353,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,1.287566701871828,1,0,1,1,1,1,0,1,1,0.3146147487202327,1.0851731996663925,0.31276676170041634,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,1.4099327113435454,1,1,1,1,1,1,0,0,0,0.19981931401536993,1.0489381589664752,0.16162083747895906,0,0,0,1,1,0,0,0,0,0,1,0
1,0,0,1,-0.9965988082668935,0,0,1,0,0,1,0,1,1,-0.676951614817426,-0.8556098595804875,-0.7291202227414234,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,1.4915100509913568,1,0,1,1,0,1,1,1,1,1.3810477001088897,2.1805085991623185,1.331298740800012,1,0,1,0,1,0,0,0,0,0,1,0
0,1,0,0,-0.7926554591473648,1,1,1,0,0,0,1,1,1,1.1947130814575173,-0.4316664755759354,1.1829229538329495,1,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,-0.5887121100278361,1,1,0,0,1,0,1,0,1,0.8220438441547729,-0.28887975970688545,0.854785283686624,1,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-1.0373874780907992,1,1,0,0,0,0,1,1,1,0.9634585100955464,-0.7272160798293551,0.8573630226354596,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,1.613876060463074,1,1,1,1,1,1,1,1,1,1.7387436198414343,2.7419869253990012,1.7742555605258756,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,1.4915100509913568,1,0,0,0,0,0,0,0,0,-1.4871744655604457,-0.40160611434034593,-1.4907970517448466,0,1,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1.450721381167451,1,1,1,1,1,0,1,0,1,0.26969479600963425,1.2624809882701726,0.3644191874322217,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,-1.2821194970342338,1,0,0,0,0,0,0,0,1,-1.4871744655604457,-0.9976714351565737,-1.4824874460650588,0,1,1,0,0,1,0,0,0,0,0,0
0,0,1,1,-1.3229081668581395,0,0,1,1,1,1,1,0,0,-0.2943001658012154,-1.006548910258312,-0.29433391486231686,0,0,0,1,1,0,0,0,0,0,0,0
0,0,1,1,-0.05845940231706142,1,1,0,0,1,1,1,1,1,1.3078448142101362,0.41887914017403605,1.3156363039150343,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.4717933053937132,1,0,0,0,0,0,0,0,0,-1.5104662928918673,-0.6393642346393794,-1.5226348932649487,0,1,1,0,1,0,0,0,1,0,0,0
1,1,0,0,-1.1189648177386107,1,1,0,1,0,0,0,1,1,0.8286986519637506,-0.7856667822318901,1.1795067415557015,1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0.18627261662637304,1,1,0,0,0,0,1,1,1,1.0532984155167437,0.5669176296800056,1.055052708893099,1,0,0,0,0,1,0,0,1,0,0,1
1,0,1,0,0.8388913338088649,1,0,0,0,0,0,0,0,0,-1.4971566772739122,-0.5187052846798607,-1.4578182758821963,0,1,0,1,1,0,0,0,0,1,0,0
